PERIODO;ETAPA;CURSO;TURNO;Nº EXP;NOTA1;NOTA2;NOTA3;NOTA4;NOTA5;NOTA6;MEDIA;APROBADO;FALTAS ACUMULADAS;SEXO;EDAD;LOCALIDAD;Nacionalidad
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-02-ASIRT-2017;8,0;5,0;8,0;7,0;8,0;7,0;7,2;SI;9;H;20;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-19-ASIRT-2017;6,0;6,0;7,0;8,0;7,0;5,0;6,5;SI;49;H;18;ALCORCON;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-25-SMR-2014;9,0;5,0;9,0;7,0;8,0;8,0;7,7;SI;22;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-20-ASIRT-2017;9,0;9,0;10,0;9,0;9,0;9,0;9,2;SI;8;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-15-ASIRT-2017;7,0;9,0;9,0;9,0;8,0;7,0;8,2;SI;17;H;26;ARAVACA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-10-ASIRT-2017;7,0;7,0;7,0;7,0;6,0;6,0;6,7;SI;15;H;18;ALGETE;RUMANA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-01-ASIRT-2017;7,0;8,0;8,0;8,0;7,0;6,0;7,3;SI;28;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-09-ASIRT-2017;7,0;8,0;8,0;8,0;7,0;6,0;7,3;SI;3;H;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-13-AYF-2018;6,0;6,0;7,0;5,0;7,0;5,0;6,0;SI;34;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-11-AYF-2018;8,0;7,0;8,0;6,0;6,0;7,0;7,0;SI;65;M;18;MADRID;NEPALENSE
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-14-AYF-2018;9,0;8,0;10,0;8,0;9,0;9,0;8,8;SI;28;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-19-AYF-2018;7,0;8,0;9,0;8,0;7,0;8,0;7,8;SI;136;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-03-AYF-2018;7,0;6,0;8,0;6,0;6,0;7,0;6,7;SI;64;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-01-AYF-2018;6,0;5,0;6,0;6,0;5,0;5,0;5,5;SI;24;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-06-AYF-2018;6,0;5,0;7,0;5,0;5,0;5,0;5,5;SI;241;M;24;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-08-AYF-2018;6,0;7,0;8,0;6,0;7,0;6,0;6,7;SI;93;H;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-09-AYF-2018;7,0;6,0;8,0;6,0;5,0;6,0;6,3;SI;95;H;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-20-AYF-2018;6,0;6,0;8,0;7,0;6,0;7,0;6,7;SI;118;M;18;PARLA;PERUANA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-04-AYF-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;6;H;19;FUENLABRADA;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-17-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;86;M;22;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-18-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;12;H;28;MADRID;HONDUREÑA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-15-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;175;M;18;PARLA;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-02-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;246;M;18;MOSTOLES;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-05-AYF-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;24;M;18;PINTO;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-16-AYF-2018;8,0;7,0;10,0;9,0;8,0;7,0;8,2;SI;126;M;18;MADRID;COLOMBIANA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-30-AYF-2018;6,0;6,0;8,0;7,0;6,0;7,0;6,7;SI;118;M;21;TRES CANTOS;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-29-AYF-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;6;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-28-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;86;M;24;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-27-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;12;H;18;MADRID;BOLIVIANA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-26-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;175;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-25-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;5;M;18;ARROYOMOLINOS;VENEZOLANA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-24-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;246;M;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-23-AYF-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;24;H;22;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-22-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;12;M;28;ARANJUEZ;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-21-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;175;M;18;TORREJON DE ARDOZ;ECUATOGUINEANA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-07-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;246;M;23;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-02-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;8;M;22;CERCEDILLA;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-16-AYFM-2018;8,0;7,0;10,0;9,0;8,0;7,0;8,2;SI;126;M;26;POZUELO DE ALARCON;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-13-AYFM-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;25;M;21;GALAPAGAR;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-11-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;24;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-14-AYFM-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;14;M;32;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-19-AYFM-2018;7,0;6,0;8,0;6,0;6,0;7,0;6,7;SI;0;M;30;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-08-AYFM-2018;6,0;5,0;6,0;6,0;5,0;5,0;5,5;SI;15;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-09-AYFM-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;246;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-20-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;8;M;24;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-04-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;14;H;20;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-17-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;0;M;20;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-18-AYFM-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;15;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-05-AYFM-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;3;H;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-16-AYFM-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;3;H;19;EL ALAMO;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-01-AYFM-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;14;M;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-02-AYFM-2018;8,0;7,0;10,0;9,0;8,0;7,0;8,2;SI;0;H;22;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-03-AYFM-2018;8,0;7,0;8,0;6,0;6,0;7,0;7,0;SI;15;M;28;BOADILLA DEL MONTE;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-06-AYFM-2018;9,0;8,0;10,0;8,0;9,0;9,0;8,8;SI;0;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-07-AYFM-2018;7,0;8,0;9,0;8,0;7,0;8,0;7,8;SI;18;M;18;SAN FERNANDO DE HENARES;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-10-AYFM-2018;7,0;6,0;8,0;6,0;6,0;7,0;6,7;SI;17;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-12-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;0;H;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-15-AYFM-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;10;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-20-AYFM-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;2;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-21-AYFM-2018;6,0;5,0;6,0;6,0;5,0;5,0;5,5;SI;1;M;24;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-22-AYFM-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;1;M;18;MADRID;PERUANA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-23-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;6;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-24-AYFM-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;10;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-25-AYFM-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;14;M;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-26-AYFM-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;0;M;22;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-27-AYFM-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;15;H;28;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-28-AYFM-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;3;M;18;FUENLABRADA;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF1;DIURNO;A1-29-AYFM-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;3;M;23;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-11-AYF-2017;8,0;8,0;8,0;9,0;9,0;9,0;8,5;SI;44;H;22;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-14-AYF-2017;10,0;9,0;9,0;9,0;9,0;10,0;9,3;SI;71;M;26;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-10-AYF1-2017;10,0;8,0;9,0;9,0;9,0;10,0;9,2;SI;25;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-12-AYF-2017;8,0;8,0;8,0;8,0;8,0;9,0;8,2;SI;58;M;21;VALDEMORO;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-06-ASIR-2016;8,0;9,0;8,0;8,0;8,0;9,0;8,3;SI;0;H;32;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-15-AYF-2017;8,0;9,0;8,0;9,0;8,0;10,0;8,7;SI;12;M;30;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-07-AYF-2017;10,0;8,0;8,0;9,0;9,0;9,0;8,8;SI;42;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-05-AYF-2017;7,0;7,0;8,0;7,0;7,0;5,0;6,8;SI;70;M;21;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-13-AYF-2017;9,0;8,0;9,0;9,0;9,0;10,0;9,0;SI;17;M;24;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-17-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;10;M;20;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-03-AYF-2017;8,0;8,0;9,0;7,0;9,0;5,0;7,7;SI;52;M;20;CIEMPOZUELOS;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-04-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;98;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-09-SYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;60;M;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-06-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;98;M;19;VALDEMORO;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-02-AYF-2017;8,0;9,0;9,0;9,0;9,0;10,0;9,0;SI;43;M;18;NUEVO BAZTAN;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-01-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;98;M;18;ALCORCON;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-07-AYF-2017;10,0;8,0;8,0;9,0;9,0;9,0;8,8;SI;42;M;18;VALDEMORO;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-16-AYF-2017;8,0;9,0;8,0;9,0;8,0;10,0;8,7;SI;10;M;19;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-17-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;98;M;20;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-19-AYF-2017;10,0;8,0;8,0;9,0;9,0;9,0;8,8;SI;42;M;20;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-20-AYF-2017;8,0;8,0;6,0;5,0;6,0;5,0;6,3;SI;42;M;20;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-21-AYF-2017;6,0;5,0;8,0;6,0;6,0;5,0;6,0;SI;10;M;18;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-22-AYF-2017;8,0;9,0;8,0;9,0;8,0;10,0;8,7;SI;12;M;21;TORREJON DE ARDOZ;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-23-AYF-2017;8,0;9,0;8,0;9,0;6,0;5,0;7,5;SI;10;M;28;MADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-24-AYF-2017;7,0;7,0;6,0;6,0;6,0;5,0;6,2;SI;98;M;18;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-25-AYF-2017;8,0;8,0;9,0;7,0;9,0;5,0;7,7;SI;0;M;19;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-08-AYF-2017;8,0;5,0;7,0;8,0;8,0;9,0;7,5;SI;66;M;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-20-DAMM-2018;7,0;7,0;7,0;7,0;5,0;8,0;6,8;SI;16;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-35-DAMM-2018;0,0;0,0;5,0;0,0;0,0;0,0;0,8;NO;186;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-31-DAMM-2018;5,0;5,0;8,0;6,0;1,0;7,0;5,3;SI;38;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-27-DAMM-2018;5,0;5,0;7,0;6,0;2,0;6,0;5,2;SI;141;H;21;SAN MARTIN DE LA VEGA;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-13-DAMM-2018;7,0;7,0;7,0;7,0;6,0;7,0;6,8;SI;89;H;32;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-18-DAMM-2018;6,0;7,0;8,0;6,0;2,0;7,0;6,0;SI;43;H;30;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-10-DAMM-2018;9,0;9,0;5,0;9,0;8,0;9,0;8,2;SI;18;H;21;VALDEMORO;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-23-DAMM-2018;8,0;7,0;9,0;8,0;7,0;9,0;8,0;SI;53;H;21;GETAFE;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-12-DAMM-2018;0,0;0,0;5,0;0,0;0,0;0,0;0,8;NO;52;H;24;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-16-DAMM-2018;5,0;8,0;9,0;7,0;6,0;8,0;7,2;SI;270;H;20;TORREJON DE ARDOZ;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-20-SMR-2016;5,0;7,0;7,0;9,0;5,0;8,0;6,8;SI;16;H;20;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-24-DAMM-2018;8,0;7,0;8,0;8,0;5,0;8,0;7,3;SI;117;H;18;TRES CANTOS;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-39-DAMM-2018;5,0;6,0;6,0;7,0;5,0;6,0;5,8;SI;143;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-19-DAMM-2018;9,0;7,0;8,0;7,0;6,0;7,0;7,3;SI;37;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-33-DAMM-2018;5,0;5,0;7,0;5,0;2,0;5,0;4,8;NO;178;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-04-DAM1M-2018;6,0;7,0;5,0;9,0;5,0;9,0;6,8;SI;114;H;22;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-22-DAMM-2018;7,0;7,0;8,0;8,0;5,0;8,0;7,2;SI;6;H;28;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-25-DAMM-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;207;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-07-DAMT-2017;1,0;5,0;7,0;5,0;1,0;5,0;4,0;NO;247;H;18;CUENCA;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-14-DAMM-2018;5,0;7,0;7,0;6,0;5,0;8,0;6,3;SI;14;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-21-DAMM-2018;5,0;6,0;7,0;7,0;2,0;8,0;5,8;SI;42;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-34-DAMM-2018;6,0;6,0;6,0;6,0;6,0;6,0;6,0;SI;37;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-09-SMR-2016;8,0;7,0;5,0;8,0;6,0;9,0;7,2;SI;74;H;18;ARGANDA DEL REY;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-15-DAMM-2018;5,0;5,0;7,0;6,0;5,0;7,0;5,8;SI;35;H;24;FONTANAR;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-30-DAMM-2018;8,0;6,0;8,0;8,0;5,0;9,0;7,3;SI;21;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-06-DAMM-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;191;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-17-DAMM-2018;5,0;6,0;8,0;6,0;1,0;8,0;5,7;SI;4;H;18;POZUELO DE ALARCON;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;DIURNO;A1-16-SMR-2016;7,0;6,0;5,0;8,0;7,0;8,0;6,8;SI;9;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-02-DAMT-2018;8,0;7,6;8,0;9,0;7,9;9,0;8,3;SI;3;H;22;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-11-DAMT-2018;6,0;5,0;7,0;6,0;3,0;6,0;5,5;SI;0;H;28;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-14-DAMT-2018;7,0;5,0;7,0;8,0;1,0;6,0;5,7;SI;25;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-16-DAMT-2018;8,0;6,3;9,0;8,0;5,0;7,0;7,2;SI;9;H;23;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-13-DAMT-2018;7,0;5,0;8,0;8,0;5,6;7,0;6,8;SI;88;H;22;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-15-DAMT-2018;7,0;2,0;7,0;8,0;1,0;7,0;5,3;SI;69;H;26;MORATA DE TAJUÑA;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-05-DAM1-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;122;H;21;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-04-DAMT-2018;8,0;5,5;8,0;9,0;5,6;8,0;7,4;SI;18;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-03-DAMT-2018;7,0;5,7;8,0;8,0;1,0;7,0;6,1;SI;12;H;32;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-06-DAMT-2018;8,0;6,5;7,0;8,0;7,5;9,0;7,7;SI;14;H;30;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-05-DAMM-2018;6,0;5,0;7,0;8,0;5,0;7,0;6,3;SI;4;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-07-DAMT-2018;9,0;7,0;8,0;10,0;6,6;8,0;8,1;SI;59;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-10-DAMT-2018;8,0;6,4;5,0;7,0;6,1;8,0;6,8;SI;161;H;24;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-12-DAMT-2018;5,0;2,0;5,0;7,0;1,0;6,0;4,3;NO;19;H;20;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-09-DAMT-2018;6,0;2,0;8,0;8,0;1,0;7,0;5,3;SI;26;H;20;NUEVO BAZTAN;BOLIVIANA-ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-17-DAMT-2018;6,0;2,0;8,0;8,0;1,0;7,0;5,3;SI;18;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-18-DAMT-2018;5,0;5,5;8,0;9,0;5,6;8,0;6,9;SI;12;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-19-DAMT-2018;7,0;5,0;7,0;8,0;1,0;6,0;5,7;SI;9;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-20-DAMT-2018;8,0;5,5;8,0;9,0;5,6;8,0;7,4;SI;88;H;18;ZIERBENA;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-21-DAMT-2018;8,0;5,5;8,0;9,0;5,6;8,0;7,4;SI;14;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;DAM1;VESPERTINO;A1-22-DAMT-2018;8,0;5,5;8,0;9,0;5,6;8,0;7,4;SI;4;H;18;MADRID;ECUATORIANA
